,material,interfacing
7324,", , 14 mm plastic snap, , , , , pow skirt: jacket to pant connection on powderskirt hem",0
7325,", , 14 mm plastic snap, , , , , ""snap away powder skirt"" snap powder skirt to front facing when not in use",0
7326,", , item, , , , , cord locks",0
7327,", , cord lock, , , , , back hood cord lock",0
7328,", , cord tip, , , , , back hood cord lock tip",0
7329,", , cord lock, , , , , front hood cord locks (hidden on inside facing)",0
7330,", , cord lock, , , , , hem cord locks",0
7331,", , cord lock, , , , , pocket cord tip",0
7332,", , item, , , , , grommets",0
7333,", , grommet 11.5 mm (large), , , , , back hood cord exit",0
7334,", , grommet  8mm diameter, , , , , front hood adjust cord exit",0
7335,", , grommet  8mm diameter, , , , , hem adjust cord exit",0
7336,", , grommet  8mm diameter, , , , , hem adjust cord exit in lining pocket",0
7337,", , item, , , , , shockcord",0
7338,", , 3mm stretch shockcord, , , , , hood & hem",0
7339,", , item, , , , , webbing ",0
7340,", , 1/4"" flat x 1 3/4"" loop, , , , , keyclip loop right hand pocket",0
7341,", , 1/4"" flat webbing loop, , , , , hem & hood cord lock tie downs",0
7342,", , plastic keyclip , , , , , right hand pocket",0
7343,", , 3/4"" x 1"" finished , , , , , jacket to pant connection center back ",0
7344,", , 3/4"" x 3 1/4"" flat webbing, , , , , jacket to pant connection at side tabs",0
7345,", , item, , , , , elastic",0
7346,", , 25mm, , , , , powder skirt gripper elastic",0
7347,", , elastine binding, , , , , goggle pocket",0
7348,", , 1/4"" flat elastic, , , , , lining media pocket cable guide",0
7349,", , , , , , , encased in back of sleeve hem",0
7350,", , flat elastic tape 3/4"" x 4 1/4"", , , , , jacket to pant connection center back tab",0
7351,", , item, , , , , velcro",0
7352,", , 2.5cm x 9cm, , , , , cuff ",0
7353,", , 2.5cm x 6.5cm, , , , , cuff tab",0
7354,", , 1.3 cm x 7.5cm, , , , , cf placket",0
7355,", , 1.3 cm x 4cm, , , , , hand pocket flaps",0
7356,", , spi, , , , , thread",0
7357,", , , , , , , seams",0
7358,", , , , , , , topstitch",0
7359,", , , , , , , bartacks",0
7360,", , , , , , , sleeve gaiter cover stitch",0
7361,", , description, , , , , marketing",0
7362,", , l1 hang tag, , , , , left hand pocket zipper head",0
7363,", , wp breath / size label / rn ca / made in ___, , , , , lining cb facing",0
7364,", , address label, , , , , lining left side seam",0
7365,", , content label, , , , , lining left side seam",0
7366,", , washing label, , , , , lining left side seam",0
7367,", , clear zip tie, , , , , front left belt loop to attach hang tags",0
7368,", , #5 coil, , , , , center front",0
7369,", , #5 matte water resistant, , , , , right chest pocket",0
7370,", , #5 coil, , , , , underarms",0
7371,", , #5 coil, , , , , side entry hand pockets",0
7372,", , #5 coil, , , , , inside pocket",0
7373,", , #3 coil, , , , , removable powder skirt",0
7374,", , item, , , , , zipper pulls",0
7375,", , l1 snap on metal zipper pull, , , , , center front",0
7376,", ,  self fabric pull, , , , , underarms",0
7377,", ,  self fabric pull, , , , , side entry hand pockets",0
7378,", ,  self fabric pull, , , , , inside pocket",0
7379,", , item, , , , , l1 branded trims",0
7380,", , l1 small embroidery, , , , , front left sleeve",0
7381,", , l1 large embroidery, , , , , back right ",0
7382,", , l1 new patch, , , , , left chest",0
7383,", , item, , , , , snaps",0
7384,", , 24l metal snap, , , , , left chest pocket",0
7385,", , 24l metal snap, , , , , hidden at chin and hem",0
7386,", , 14 mm plastic snap, , , , , cf powder skirt closure",0
7387,", , 14 mm plastic snap, , , , , pow skirt: jacket to pant connection on powderskirt hem",0
7388,", , 14 mm plastic snap, , , , , ""snap away powder skirt"" snap powder skirt to front facing when not in use",0
7389,", , item, , , , , cord locks",0
7390,", , cord lock, , , , , back hood cord lock",0
7391,", , cord tip, , , , , back hood cord lock tip",0
7392,", , cord lock, , , , , front hood cord locks",0
7393,", , cord lock, , , , , hem cord locks",0
7394,", , cord lock, , , , , pocket cord tip",0
7395,", , item, , , , , grommets",0
7396,", , grommet 11.5 mm (large), , , , , back hood cord exit",0
7397,", , grommet  8mm diameter, , , , , front hood adjust cord exit",0
7398,", , grommet  8mm diameter, , , , , hem adjust cord exit",0
7399,", , grommet  8mm diameter, , , , , hem adjust cord exit in lining pocket",0
7400,", , item, , , , , shockcord",0
7401,", , 3mm stretch shockcord, , , , , hood & hem",0
7402,", , item, , , , , webbing ",0
7403,", , 1/4"" flat x 1 3/4"" loop, , , , , keyclip loop right hand pocket",0
7404,", , 1/4"" flat webbing loop, , , , , hem & hood cord lock tie downs",0
7405,", , plastic keyclip , , , , , right hand pocket",0
7406,", , 3/4"" x 1"" finished , , , , , jacket to pant connection center back ",0
7407,", , 3/4"" x 3 1/4"" flat webbing, , , , , jacket to pant connection at side tabs",0
7408,", , item, , , , , elastic",0
7409,", , 25mm, , , , , powder skirt gripper elastic",0
7410,", , flat elastic tape 3/4"" x 4 1/4"", , , , , jacket to pant connection center back tab",0
7411,", , elastine binding, , , , , goggle pocket",0
7412,", , 1/4"" flat elastic, , , , , lining media pocket cable guide",0
7413,", , , , , , , encased in back of sleeve hem",0
7414,", , item, , , , , velcro",0
7415,", , 2.5cm x 9cm, , , , , cuff ",0
7416,", , 2.5cm x 6.5cm, , , , , cuff tab",0
7417,", , 1.3 cm x 4cm, , , , , chin",0
7418,", , 1.3 cm x 7.5cm, , , , , cf placket",0
7419,", , 1.3 cm x 4cm, , , , , hand pocket flaps",0
7420,", , 1.3 cm x 9cm, , , , , left sleeve pocket",0
7421,", , spi, , , , , thread",0
7422,", , , , , , , seams",0
7423,", , , , , , , topstitch",0
7424,", , , , , , , bartacks",0
7425,", , , , , , , sleeve gaiter cover stitch",0
7426,", , description, , , , , marketing",0
7427,", , l1 hang tag, , , , , left hand pocket zipper head",0
7428,", , wp breath / size label / rn ca / made in ___, , , , , lining cb facing",0
7429,", , address label, , , , , lining left side seam",0
7430,", , content label, , , , , lining left side seam",0
7431,", , washing label, , , , , lining left side seam",0
7432,", , clear zip tie, , , , , front left belt loop to attach hang tags",0
7433,", , , , , , , 20k/20k 3layer
printable tricot on inside
",0
7434,", , insulation, , content, , , location ",0
7435,", , non insulated, , , , , ",0
7436,", , seam tape, , content, , , location ",0
7437,", , seam tape (possibly printed), , 100% polyester, , , fully seam sealed",0
7438,", , lining, , content, , , location ",0
7439,", , shell, , , , , lining pocket",0
7440,", , shell, , , , , hand pocket bags",0
7441,", , brushed tricot, , 100% polyester, , , chin guard",0
7442,", , new stretch twill 10k/10k laminate c6 dwr, $4.28, , 100% polyestr, , , all shell is same fabric",0
7443,", , item, , content, , , insulation",0
7444,", , , , , , , non insulated",0
7445,", , item, , content, , , seam tape",0
7446,", , width...seam tape, , , , , critically taped",0
7447,", , item, , content, , , lining",0
7448,", , small hole mesh , , 100% poly, , , main body",0
7449,", , coated 210t, , 100% nylon, , , lower leg",0
7450,", , 120g brushed tricot, , 100% poly, , , waistband & fly",0
7451,", , 120g brushed tricot, , 100% poly, , , hand pocket lining",0
7452,", , , , , , , a",0
7453,", , faux leather, , , , , back right belt loop",0
7454,", , insulation, , content, , , location ",0
7455,", , non insulated, , , , , ",0
7456,", , seam tape, , content, , , location ",0
7457,", , seam tape, , , , , fully taped",0
7458,", , lining, , content, , , location ",0
7459,", , solid 210t , , 100% nylon, , , main body",0
7460,", , reverse brushed tricot, , 100% polyester, , , seat",0
7461,", , solid 210t , , 100% nylon, , , secondary pocket bags",0
7462,", , solid coated 210t, , 100% polyester, , , lower leg & gaiter",0
7463,", , brushed tricot, , 100% polyester, , , waistband, fly, hand pocket bags",0
7464,", , power stretch mesh, , 100% polyester, , , leg vents",0
7465,", , lower leg lining print (see pdf), , content, , , location ",0
7466,", , on coated 210t, , , , , lower leg front and back",0
7467,", , broken twill, , , , , a",0
7468,", , brown faux leather, , , , , back right belt loop",0
7469,", , insulation, , content, , , location ",0
7470,", , polyfill, , 100% polyester, , , seat",0
7471,", , polyfill, , 100% polyester, , , knees (front)",0
7472,", , seam tape, , content, , , location ",0
7473,", , seam tape, , , , , fully seam sealed",0
7474,", , lining, , content, , , location ",0
7475,", , solid 210t , , 100% nylon, , , legs",0
7476,", , solid 210t , , 100% nylon, , , lower leg & gaiter",0
7477,", , solid 210t , , 100% nylon, , , secondary pocket bags",0
7478,", , brushed tricot, , 100% polyester, , , hand pocket bags",0
7479,", , regular mesh, , 100% polyester, , , leg vents",0
7480,", , lower leg lining print (see pdf), , content, , , location ",0
7481,", , on coated 210t, , , , , lower leg front and back",0
7482,", , oxford, , , , , a",0
7483,", , broken twill, , , , , a",0
7484,", , leather, , , , , back right belt loop",0
7485,", , insulation, , content, , , location ",0
7486,", , non insulated, , , , , ",0
7487,", , seam tape, , content, , , location ",0
7488,", , seam tape, , , , , fully taped",0
7489,", , lining, , content, , , location ",0
7490,", , solid 210t , , 100% nylon, , , bib and leg",0
7491,", , solid 210t , , 100% nylon, , , secondary pocket bags",0
7492,", , solid coated 210t, , 100% nylon, , , lower leg & gaiter",0
7493,", , brushed tricot, , 100% polyester, , , waistband, fly, hand pocket bags",0
7494,", , regular mesh, , 100% polyester, , , leg vents",0
7495,", , lower leg lining print (see pdf), , content, , , location ",0
7496,", , on coated 210t, , , , , lower leg front and back",0
7497,", ,  #5 metal zipper, , , , , center front",0
7498,", ,  #5 metal zipper, , , , , right chest pocket vertical",0
7499,", ,  #5 coil zipper, , , , , underarm vents",0
7500,", ,  #5 coil zipper  (special herringbone tape), , , , , hand pockets vertical",0
7501,", ,  #5 coil zipper, , , , , hand pockets horizontal",0
7502,", ,  #5 coil zipper, , , , , lining pocket vertical",0
7503,", , l1-2018-trim-017
l1 zipper pull, , , , , center front",0
7504,", , l1-2018-trim-018 / non branded zipper pull faux leather , , , , , right chest pocket (1) hand pockets (4)",0
7505,", ,  11nt-045 / self fabric pull , , , , , underarm vents",0
7506,", ,  11nt-045 / self fabric pull , , , , , lining pocket vertical",0
7507,", , branded trims, , , , , location",0
7508,", , l1-2018-trim-010
faux leather backed snap, , , , , cf placket (4), pocket flaps (4)",0
7509,", , l1-2018-trim-004
brown faux leather hem wrap, , , , , left chest pocket flap",0
7510,", , l1-2018-trim-003
faux leather patch , , , , , right hand pocket",0
7511,", , l1-2018-trim-024/  l1 embroidery small
3cm x 2.77cm  , , , , , left sleeve hem",0
7512,", , l1-2018-trim-025 /
l1 embroidery large
3.7cm x 3.4cm  , , , , , back right",0
7513,", , trims, , , , , location",0
7514,", , 15mm metal snap , , , , , powder skirt - front closure",0
7515,", , 15mm metal snap , , , , , snap away powder skirt - lining facing ",0
7516,", , 15mm metal snap , , , , , powder skirt - jacket to pant connection",0
7517,", , metal eyelets 8mm , , , , , hood cord exit front",0
7518,", , metal eyelets 8mm , , , , , hem cord exit",0
7519,", , cord lock: small cord lock with tie down, , , , , front hood adjust",0
7520,", , cord lock, , , , , hem adjust exposed at lining",0
7521,", , bead, , , , , hem adjust",0
7522,", , metal drawcord tip, , , , , hood shockcord tips",0
7523,", , keyclip, , , , , right hand pocket",0
7524,", , notions, , , , , location",0
7525,", , grosgrain 1/4"", , , , , attach front hood cord lock",0
7526,", , grosgrain 3/8"", , , , , attach hem cord lock",0
7527,", , grosgrain 1/4"", , , , , attach keyclip right hand pocket ",0
7528,", , grosgrain 3/4"" x  3 1/2"" flat webbing (finished length), , , , , powder skirt - side tabs jacket to pant connection ",0
7529,", , shell fabric tab  1"" x 1"" wrap around , , , , , jacket to pant connection center back on tab",0
7530,", , shell fabric tab  1"" x 1"" wrap around , , , , , jacket to pant connection center back under snap on gripper elastic",0
7531,", , shell fabric tab 3/4"" x  1"" , , , , , jacket to pant connection at side tabs under snaps",0
7532,", , elastic 1"" x 4"", , , , , powder skirt middle tab - jacket to pant connection ",0
7533,", , elastic , , , , , back of sleeve cuffs",0
7534,", , elastic 1/4"" , , , , , media pocket cord holder",0
7535,", , gripper elastic 25mm non logo, , , , , powder skirt hem",0
7536,", , elastine binding, , , , , goggle pocket binding",0
7537,", , l1-2018-trim-030 2-color shockcord 3.5mm (heathered 2 color mix) , , , , , hood & hem",0
7538,", , velcro, , , , , location",0
7539,", ,  1/2"" x 1 1/2"" velcro with rounded corners, , , , , chin",0
7540,", ,  1/2"" x 3 velcro with rounded corners, , , , , center front placket",0
7541,", , 1/2"" x 1 1/2"" velcro with rounded corners, , , , , left chest pocket flaps",0
7542,", , 1/2"" x 1 1/2"" velcro with rounded corners, , , , , right pocket flaps",0
7543,", , 1/2"" x 2"" velcro with rounded corners, , , , , hand pocket flaps",0
7544,", , 1"" x 3 3/4"" velcro with rounded corners, , , , , cuff on body",0
7545,", , 1"" x 2 1/2"" velcro with rounded corners, , , , , cuff on tab",0
7546,", , thread, , , , , supplier/ ref number",0
7547,", , seams, , , , , 1930/2/1 00:00",0
7548,", , topstitch, , , , , 1930/2/1 00:00",0
7549,", , bartacks, , , , , 100/2",0
7550,", , sleeve gaiter cover stitch, , , , , ",0
7551,", , labels , , , , , location",0
7552,", , 15k/15k fully taped, , , , , center back below neck seam",0
7553,", , size label (sample size l), , , , , center back below main label",0
7554,", , hang tags, , , , , location",0
7555,", , mens jacket hang tag, , , , , left side hand pocket zipper",0
7556,", , care and content labels, , , , , location",0
7557,", , address label, , , , , lining left side seam",0
7558,", , content label, , , , , lining left side seam",0
7559,", , washing label, , , , , lining left side seam",0
7560,", , cotton touch nylon 5k 5k coating + c6 w/r, $3.95 5k/5k, , 100% nylon, , , body",0
7561,", , 1 x 1 polyester  ribbing , , , , , cuff ribbing",0
7562,", , item, , content, , , insulation",0
7563,", , , , , , , 40g ""cs"" polyfill all over",0
7564,", , item, , content, , , seam tape",0
7565,", , , , , , , critically taped",0
7566,", , item, , content, , , lining",0
7567,", , solid quilted satin, , , , , body",0
7568,", , solid satin, , , , , sleeves, hand pocket lining",0
7569,", , overdye pigment $6.90 10k/10k, , 85% cotton, 13% poly, 2% spandex, , , all shell is same fabric",0
7570,", , brown overdye denim 10k/10k lamination + w/r + pigment, $10.65, , 84.5% cotton/ 13.5 % poly/ 2% spandex, , , all shell is same fabric",0
7571,", , item, , content, , , insulation",0
7572,", , , , , , , non insulated",0
7573,", , item, , content, , , seam tape",0
7574,", , width...seam tape, , , , , critically taped",0
7575,", , item, , content, , , lining",0
7576,", , small hole mesh , , 100% poly, , , main body",0
7577,", , coated 210t, , 100% nylon, , , lower leg",0
7578,", , 120g brushed tricot, , 100% poly, , , waistband & fly",0
7579,", , 120g brushed tricot, , 100% poly, , , hand pocket lining",0
7580,", ,  oxford , , 100% polyestr, , , all shell is same fabric",0
7581,", , item, , content, , , insulation",0
