,Style,position,item,ref num,content,colorway 1 ,colorway 2,colorway 3,none,none.1,none.2,amount,0,0.1,0.2,location ,silt,military,ink,port,bone,black,walnut,location,colorway 1,colorway 4,colorway 5,colorway 6,soil,vintage camo broken twill,dusty green,0.3,soil / black,black / oxblood,gunmetal / bombay,dark slate,rust,raven,none.3,none.4,slider ref number,floral print broken twill,black/ rust,bone/ black,gunmetal/ ink,details,colorways,0.4,black overdye denim,brown overdye denim,bone/floral print,rust / black,ink / gunmetal,gunmetal,silt ,bone ,silt / gunmetal,walnut / ink,camo,sand / dark slate,harvest / raven,raw blue denim,pink,ref number,winter 2018/2019,contractor:,soluna
20,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,self fabric tab 1x1,,factory,,,,,,,,1 per side = 2,none,none,,,,,match to shell,,,match to shell,,back gaiter under finger snap hem adjust,,,,,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,match to shell,,,,,,,,,,,,,
21,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,"grossgrain 1/4""",,factory,,,,,,,,1,none,none,,,,,black,,,black,,attach key clip in right leg pocket,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
22,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,"grossgrain 1/4""",,factory,,,,,,,,1,none,none,,,,,black,,,black,,balls out venting mesh guard,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
23,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,gripper elastic 25mm non logo,,mtt0022,,,,,,,,2,none,none,,,,,black,,,black,,leg gaiters,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
24,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,velcro,,supplier/ reference number,,,,,,,,amount,0,0,,,,,ink,,,black,,location,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
25,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,thread,,spi,,,,,,,,amount,0,0,,,,,ink,,,black,,supplier/ ref number,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
26,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,"shell seams 1/4"" allowance ",,12 spi (special allowance to avoid seam slip on shell  fabric),,,,,,,,regular thread,none,none,,,,,matching,,,matching,,30/2,,,,,matching,,,,,,,,,,,,,,,,,,,,,,,,,matching,,,,,,,,,,,,,
27,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,seams,,10-12 spi,,,,,,,,regular thread,none,none,,,,,matching,,,matching,,30/2,,,,,matching,,,,,,,,,,,,,,,,,,,,,,,,,matching,,,,,,,,,,,,,
28,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,topstitch,,8-10 spi,,,,,,,,regular thread,none,none,,,,,matching,,,matching,,30/2,,,,,matching,,,,,,,,,,,,,,,,,,,,,,,,,matching,,,,,,,,,,,,,
29,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,denim weight topstitch,,8-10 spi,,,,,,,,heavy weight topstitch thread,none,none,,,,,matching,,,matching,,none,,,,,matching,,,,,,,,,,,,,,,,,,,,,,,,,matching,,,,,,,,,,,,,
30,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,bartacks,,none,,,,,,,,regular thread,none,none,,,,,matching,,,matching,,100/2,,,,,matching,,,,,,,,,,,,,,,,,,,,,,,,,matching,,,,,,,,,,,,,
31,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,labels ,,supplier/ reference number,,,,,,,,amount,0,0,,,,,ink,,,black,,location,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
32,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,10k/10k critically taped,,soluna/ main label,,,,,,,,1,none,none,,,,,none,,,10k/10k critically taped,,inner front right,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
33,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,size label (sample size l),,soluna/ size label,,,,,,,,1,none,none,,,,,none,,,"xs, s, m, l, xl",,center back ,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
34,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,hang tags,,supplier/ reference number,,,,,,,,amount,0,0,,,,,ink,,,black,,location,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
35,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,mens jacket hang tag,,soluna/ mens jacket hang tag,,,,,,,,1,none,none,,,,,none,,,mens jacket hang tag,,left side hand pocket zipper,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
36,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,pant slim fit hang tag,,soluna/ pant fit hang tag,,,,,,,,1,none,none,,,,,none,,,pant slim fit hang tag,,left side hand pocket zipper,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
37,L1-205-18_SLIM_CHINO_04-04-17_TRIMS.csv,care and content labels,,supplier/ reference number,,,,,,,,amount,0,0,,,,,ink,,,black,,location,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
0,L1-210-18_THUNDER_03-30-17_TRIMS.csv, #5 coil zipper,,ykk / 1-way semi auto locking dalh,,,,,,,,1,none,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,fly ,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,
1,L1-210-18_THUNDER_03-30-17_TRIMS.csv, #3 coil zipper,,non ykk / 1-way non locking dadr4 l-type drop,,,,,,,,1,none,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,leg pocket vertical ,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,
2,L1-210-18_THUNDER_03-30-17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way non locking / dadhr diecast wire,,,,,,,,1,none,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,back right pocket,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,
3,L1-210-18_THUNDER_03-30-17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way non locking / dadhr diecast wire,,,,,,,,1 per side = 2,none,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,hem gusset ,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,
4,L1-210-18_THUNDER_03-30-17_TRIMS.csv,additional zipper pulls,,supplier/ reference number,,,,,,,,amount,0,,,,,military,,,,black,walnut,location,,,,,,,,,,,,dark slate,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
5,L1-210-18_THUNDER_03-30-17_TRIMS.csv, 11nt-045 / self fabric pull ,,factory made,,,,,,,,1,none,,,,,match to shell,,,,match to shell,match to shell,back right pocket,,,,,,,,,,,,match to shell,,,,,,,,,,,,,,,,,,match to shell,,,,,,,,,,,,,
6,L1-210-18_THUNDER_03-30-17_TRIMS.csv,branded trims,,supplier/ reference number,,,,,,,,amount,0,,,,,military,,,,black,walnut,location,,,,,,,,,,,,dark slate,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
7,L1-210-18_THUNDER_03-30-17_TRIMS.csv,"l1-2018-trim-022
l1 19mm shank
black alloy
al023",,luks,,,,,,,,1,none,,,,,al023 alloy (d) ,,,,al023 alloy (d) ,al023 alloy (d) ,front waist band,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,
8,L1-210-18_THUNDER_03-30-17_TRIMS.csv,"l1-2018-trim-020
l1 10mm square rivet
black alloy
al023",,luks,,,,,,,,1,none,,,,,al023 alloy (d) ,,,,al023 alloy (d) ,al023 alloy (d) ,front left hand pocket bottom edge,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,
9,L1-210-18_THUNDER_03-30-17_TRIMS.csv,"l1-2018-trim-011
half deboss snap 
black alloy
al023",,luks,,,,,,,,1,none,,,,,al023 alloy (d) ,,,,al023 alloy (d) ,al023 alloy (d) ,back left pocket flap,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,
10,L1-210-18_THUNDER_03-30-17_TRIMS.csv,"l1-2018-trim-007
large black faux leather hem wrap / artwork debossed 1mm and then painted gold. 3.8 cm x 2 cm",,please source,,,,,,,,1,none,,,,,l1-2018-trim-007 black,,,,l1-2018-trim-007 black,l1-2018-trim-007 black,back right pocket welt,,,,,,,,,,,,l1-2018-trim-007 black,,,,,,,,,,,,,,,,,,l1-2018-trim-007 black,,,,,,,,,,,,,
11,L1-210-18_THUNDER_03-30-17_TRIMS.csv,"l1-2018-trim-027
l1 faux leather patch
black ",,please source,,,,,,,,1,none,,,,,"l1-2018-trim-027
l1 faux leather patch
black ",,,,"l1-2018-trim-027
l1 faux leather patch
black ","l1-2018-trim-027
l1 faux leather patch
black ",back left knee,,,,,,,,,,,,"l1-2018-trim-027
l1 faux leather patch
black ",,,,,,,,,,,,,,,,,,"l1-2018-trim-027
l1 faux leather patch
black ",,,,,,,,,,,,,
12,L1-210-18_THUNDER_03-30-17_TRIMS.csv,"l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  ",,please source,,,,,,,,1,none,,,,,match to shell,,,,match to shell,match to shell,hem front left leg,,,,,,,,,,,,match to shell,,,,,,,,,,,,,,,,,,match to shell,,,,,,,,,,,,,
13,L1-210-18_THUNDER_03-30-17_TRIMS.csv,trims,,supplier/ reference number,,,,,,,,amount,0,,,,,military,,,,black,walnut,location,,,,,,,,,,,,dark slate,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
14,L1-210-18_THUNDER_03-30-17_TRIMS.csv,15mm metal snap,,luk's / 404,,,,,,,,1 per side = 2,none,,,,,al023 alloy (d) ,,,,al023 alloy (d) ,al023 alloy (d) ,back gaiter/ pant hem,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,
15,L1-210-18_THUNDER_03-30-17_TRIMS.csv,boot hook,,suppler,,,,,,,,1 per side = 2,none,,,,,al023 alloy (d) ,,,,al023 alloy (d) ,al023 alloy (d) ,front gaiter,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,
16,L1-210-18_THUNDER_03-30-17_TRIMS.csv,keyclip,,as last year production,,,,,,,,1,none,,,,,black,,,,black,black,right leg pocket,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
17,L1-210-18_THUNDER_03-30-17_TRIMS.csv,notions,,supplier/ reference number,,,,,,,,amount,0,,,,,military,,,,black,walnut,location,,,,,,,,,,,,dark slate,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
18,L1-210-18_THUNDER_03-30-17_TRIMS.csv,self fabric tab 1x1,,factory,,,,,,,,1 per side = 2,none,,,,,match to shell,,,,match to shell,match to shell,front gaiter under boot hook,,,,,,,,,,,,match to shell,,,,,,,,,,,,,,,,,,match to shell,,,,,,,,,,,,,
19,L1-210-18_THUNDER_03-30-17_TRIMS.csv,self fabric tab 1x1,,factory,,,,,,,,1 per side = 2,none,,,,,match to shell,,,,match to shell,match to shell,back gaiter under finger snap hem adjust,,,,,,,,,,,,match to shell,,,,,,,,,,,,,,,,,,match to shell,,,,,,,,,,,,,
20,L1-210-18_THUNDER_03-30-17_TRIMS.csv,"grossgrain 1/4""",,factory,,,,,,,,1,none,,,,,black,,,,black,black,attach key clip in right leg pocket,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
21,L1-210-18_THUNDER_03-30-17_TRIMS.csv,"grossgrain 1/4""",,factory,,,,,,,,1,none,,,,,none,,,,black,none,balls out venting mesh guard,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
22,L1-210-18_THUNDER_03-30-17_TRIMS.csv,gripper elastic 25mm non logo,,mtt0022,,,,,,,,2,none,,,,,black,,,,black,black,leg gaiters,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
23,L1-210-18_THUNDER_03-30-17_TRIMS.csv,"3/8"" waxed shoe lace with clear plastic tips",,as last year production,,,,,,,,1,none,,,,,black with wax + cleaer plastic tips,,,,black with wax + cleaer plastic tips,black with wax + cleaer plastic tips,waist band,,,,,,,,,,,,black with wax + cleaer plastic tips,,,,,,,,,,,,,,,,,,black with wax + cleaer plastic tips,,,,,,,,,,,,,
24,L1-210-18_THUNDER_03-30-17_TRIMS.csv,velcro,,supplier/ reference number,,,,,,,,amount,0,,,,,military,,,,black,walnut,location,,,,,,,,,,,,dark slate,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
25,L1-210-18_THUNDER_03-30-17_TRIMS.csv,thread,,spi,,,,,,,,amount,0,,,,,military,,,,black,walnut,supplier/ ref number,,,,,,,,,,,,dark slate,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
26,L1-210-18_THUNDER_03-30-17_TRIMS.csv,"shell seams 1/4"" allowance ",,12 spi (special allowance to avoid seam slip on shell  fabric),,,,,,,,regular thread,none,,,,,matching,,,,matching,matching,30/2,,,,,,,,,,,,matching,,,,,,,,,,,,,,,,,,matching,,,,,,,,,,,,,
27,L1-210-18_THUNDER_03-30-17_TRIMS.csv,seams,,10-12 spi,,,,,,,,regular thread,none,,,,,matching,,,,matching,matching,30/2,,,,,,,,,,,,matching,,,,,,,,,,,,,,,,,,matching,,,,,,,,,,,,,
28,L1-210-18_THUNDER_03-30-17_TRIMS.csv,topstitch,,8-10 spi,,,,,,,,regular thread,none,,,,,matching,,,,matching,matching,30/2,,,,,,,,,,,,matching,,,,,,,,,,,,,,,,,,matching,,,,,,,,,,,,,
29,L1-210-18_THUNDER_03-30-17_TRIMS.csv,denim weight topstitch,,8-10 spi,,,,,,,,heavy weight topstitch thread,none,,,,,matching,,,,matching,matching,none,,,,,,,,,,,,matching,,,,,,,,,,,,,,,,,,matching,,,,,,,,,,,,,
30,L1-210-18_THUNDER_03-30-17_TRIMS.csv,bartacks,,none,,,,,,,,regular thread,none,,,,,matching,,,,matching,matching,100/2,,,,,,,,,,,,matching,,,,,,,,,,,,,,,,,,matching,,,,,,,,,,,,,
31,L1-210-18_THUNDER_03-30-17_TRIMS.csv,labels ,,supplier/ reference number,,,,,,,,amount,0,,,,,military,,,,black,walnut,location,,,,,,,,,,,,dark slate,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
32,L1-210-18_THUNDER_03-30-17_TRIMS.csv,10k/10k critically taped,,soluna/ main label,,,,,,,,1,none,,,,,none,,,,10k/10k critically taped,none,inner front right,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
33,L1-210-18_THUNDER_03-30-17_TRIMS.csv,size label (sample size l),,soluna/ size label,,,,,,,,1,none,,,,,none,,,,"xs, s, m, l, xl",none,center back ,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
34,L1-210-18_THUNDER_03-30-17_TRIMS.csv,hang tags,,supplier/ reference number,,,,,,,,amount,0,,,,,military,,,,black,walnut,location,,,,,,,,,,,,dark slate,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
35,L1-210-18_THUNDER_03-30-17_TRIMS.csv,mens jacket hang tag,,soluna/ mens jacket hang tag,,,,,,,,1,none,,,,,none,,,,mens jacket hang tag,none,front left belt loop,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
36,L1-210-18_THUNDER_03-30-17_TRIMS.csv,pant skinny fit hang tag,,soluna/ pant fit hang tag,,,,,,,,1,none,,,,,none,,,,pant skinny fit hang tag,none,front left belt loop,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
37,L1-210-18_THUNDER_03-30-17_TRIMS.csv,care and content labels,,supplier/ reference number,,,,,,,,amount,0,,,,,military,,,,black,walnut,location,,,,,,,,,,,,dark slate,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
38,L1-210-18_THUNDER_03-30-17_TRIMS.csv,address label,,factory sourced,,,,,,,,1,none,,,,,none,,,,address label,none,lining left side seam,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
39,L1-210-18_THUNDER_03-30-17_TRIMS.csv,content label,,factory sourced,,,,,,,,1,none,,,,,none,,,,content label,none,lining left side seam,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
40,L1-210-18_THUNDER_03-30-17_TRIMS.csv,washing label,,factory sourced,,,,,,,,1,none,,,,,none,,,,washing label,none,lining left side seam,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,
0,L1-105-17_LAWTON_TRIMS.csv,center front,#5 vislon,ykk za snap on // 1-way seperating auto lock ,,pseudo anti silver slider  and dtm teeth / dtm tape,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1-105-17_LAWTON_TRIMS.csv,underarms,#5 coil,dadhr diecast wire (non ykk) auto lock (zip up to close) ,,pseudo anti silver slider  and dtm teeth / dtm tape,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1-105-17_LAWTON_TRIMS.csv, hand pockets,#5 coil,dadhr diecast wire (non ykk) auto lock ,,pseudo anti silver slider  and dtm teeth / dtm tape,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1-105-17_LAWTON_TRIMS.csv,zipper pulls,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1-105-17_LAWTON_TRIMS.csv,center front,l1 snap on metal zipper pull,luks / l1-2016-trim-009 ,,pseudo anti silver ,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L1-105-17_LAWTON_TRIMS.csv,underarms, self fabric pull,factory made // 11nt-045 ,,shell fabric matching,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,L1-105-17_LAWTON_TRIMS.csv, hand pockets,special pull,factory made ??,,brown,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,L1-105-17_LAWTON_TRIMS.csv,l1 branded trims,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,L1-105-17_LAWTON_TRIMS.csv,front left sleeve,l1 small embroidery,soluna / l1-2016-026,,dtm,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,L1-105-17_LAWTON_TRIMS.csv,back right ,l1 large embroidery,soluna / l1-2016-027,,dtm,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,L1-105-17_LAWTON_TRIMS.csv,front placket and pocket flap,l1 snap,luks / l1-2016-trim-002,,pseudo anti silver/ brown,none,none,,,,4,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,L1-105-17_LAWTON_TRIMS.csv,right hand pocket,l1 new patch,luks / new trim ,,tbd,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,L1-105-17_LAWTON_TRIMS.csv,snaps,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,L1-105-17_LAWTON_TRIMS.csv,cf powder skirt closure,14 mm plastic snap,duraflex / 1414,,black,none,none,,,,"4 male, 2 female",none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,L1-105-17_LAWTON_TRIMS.csv,pow skirt: jacket to pant connection on powderskirt hem,14 mm plastic snap,duraflex / 1414,,black,none,none,,,,3 sets,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,L1-105-17_LAWTON_TRIMS.csv,"""snap away powder skirt"" snap powder skirt to front facing when not in use",14 mm plastic snap,duraflex / 1414,,black,none,none,,,,"1 male, 1 female",none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,L1-105-17_LAWTON_TRIMS.csv,cord locks,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,L1-105-17_LAWTON_TRIMS.csv,front hood cord locks,cord lock,knk / sp-204,,tbd,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,L1-105-17_LAWTON_TRIMS.csv,front hood shockcord tips,shockcord tip,please sorce,,tbd,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,L1-105-17_LAWTON_TRIMS.csv,hem cord locks,cord lock,knk / sp-177,,tbd,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,L1-105-17_LAWTON_TRIMS.csv,hem cord pull,cord tip,knk / cs-074,,tbd,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,L1-105-17_LAWTON_TRIMS.csv,grommets,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,L1-105-17_LAWTON_TRIMS.csv,front hood adjust cord exit,grommet  8mm diameter,please sorce,,pseudo anti silver ,none,none,,,,2 per side = 4,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,L1-105-17_LAWTON_TRIMS.csv,hem adjust cord exit,grommet  8mm diameter,please sorce,,pseudo anti silver ,none,none,,,,2 per side = 4,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,L1-105-17_LAWTON_TRIMS.csv,hem adjust cord exit in lining pocket,grommet  8mm diameter,please sorce,,pseudo anti silver ,none,none,,,,1 per side = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,L1-105-17_LAWTON_TRIMS.csv,shockcord,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,L1-105-17_LAWTON_TRIMS.csv,webbing ,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,L1-105-17_LAWTON_TRIMS.csv,keyclip loop right hand pocket,"1/4"" flat x 1 3/4"" loop",suppler / ref nuber,,black,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,L1-105-17_LAWTON_TRIMS.csv,hem & hood cord lock tie downs,"1/4"" flat webbing loop",suppler / ref nuber,,black,none,none,,,,5,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,L1-105-17_LAWTON_TRIMS.csv,right hand pocket,plastic keyclip ,suppler / ref nuber,,black,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,L1-105-17_LAWTON_TRIMS.csv,inner pocket tab,"3/4""",suppler / ref nuber,,black,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,L1-105-17_LAWTON_TRIMS.csv,jacket to pant connection center back ,"3/4"" x 1"" finished ",suppler / ref nuber,,black,none,none,,,,tab behind each snap = 2,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,L1-105-17_LAWTON_TRIMS.csv,jacket to pant connection at side tabs,"3/4"" x 3 1/4"" flat webbing",suppler / ref nuber,,black,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,L1-105-17_LAWTON_TRIMS.csv,elastic,item,supplier/ ref number,,colorway 1 ,colorway 2,colorway 3,,,,amount,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,L1-105-17_LAWTON_TRIMS.csv,powder skirt gripper elastic,25mm,suppler / ref nuber,,stock,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,L1-105-17_LAWTON_TRIMS.csv,goggle pocket,elastine binding,suppler / ref nuber,,black,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,L1-105-17_LAWTON_TRIMS.csv,lining media pocket cable guide,"1/4"" flat elastic",suppler / ref nuber,,black,none,none,,,,1,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
